n,m,density,greedy,greedy_std,fv,er,sw025,sw050,sw075,win,tie
36,518,0.8222,23.459618,0.787154,26.548644555,26.8855675559,22.803197924,23.4702970345,23.3140187605,0,0
36,519,0.8238,23.498642,0.627450,26.6633704956,26.8855675559,22.3418184571,22.3000803037,24.3449223887,0,0
36,520,0.8254,23.434014,0.401510,26.6792190636,26.8855675559,22.0844394435,23.9466964263,24.3592566607,0,0
36,521,0.8270,23.040548,0.639211,26.7232722538,26.8855675559,22.8441638283,24.1549412538,24.602798196,0,0
36,522,0.8286,23.776513,0.647119,26.820271622,27.0043854707,23.0781470975,24.3075818228,24.6799174487,0,0
36,523,0.8302,23.612233,0.969034,26.8596430983,27.1829796156,22.674845187,24.1938308722,24.40895631,0,0
36,524,0.8317,24.716292,0.248527,26.9422852691,27.1829796156,23.1916654165,23.8672912279,24.6857428121,0,0
36,525,0.8333,23.197227,0.709876,26.9741747402,27.2541702551,23.2496921851,23.4693293239,24.7580610408,0,0
36,526,0.8349,24.067607,0.341302,27.0467840149,27.2541702551,23.2789687576,23.7041726507,24.1200743494,0,0
36,527,0.8365,23.695664,0.601577,27.0637482657,27.2541702551,23.3908727695,23.7817335027,25.0898693799,0,0
36,528,0.8381,24.336280,0.566710,27.1387891367,27.2636288777,22.5935994449,24.5476250066,25.4933243517,0,0
36,529,0.8397,24.074847,1.001578,27.2503631766,27.4062005993,24.2320897641,24.0547670941,24.6098343091,0,0
36,530,0.8413,24.370106,0.897351,27.3180344714,27.4062005993,24.1747183217,24.6160819406,24.7504685436,0,0
36,531,0.8429,24.526909,0.643365,27.3337571323,27.4062005993,24.1003167747,25.1323510042,24.5412282045,0,0
36,532,0.8444,24.483872,0.766660,27.4341532598,27.4062005993,23.8903905917,24.1308469376,24.8217278409,0,0
36,533,0.8460,24.815923,0.441820,27.4767129213,27.7346430231,23.5302302671,24.6769886752,25.0860587895,0,0
36,534,0.8476,24.803861,0.411463,27.5178864751,27.827763135,23.4418689164,25.1808925162,25.3503844475,0,0
36,535,0.8492,24.918128,0.443431,27.603938477,28.0155662464,24.6446627411,25.0046744749,24.9496506415,0,0
36,536,0.8508,24.738191,0.676485,27.7374538541,28.0155662464,23.945837323,25.0281468475,25.3271105808,0,0
36,537,0.8524,24.728800,0.687285,27.8118954716,28.0889566712,23.9194303663,24.9410398163,25.7139825607,0,0
36,538,0.8540,25.076194,0.457183,27.8668769202,28.0889566712,24.5719276178,24.4012161024,26.3024512096,0,0
36,539,0.8556,25.636264,0.353627,27.9124429257,28.0955987911,24.2482134721,24.6242666344,25.5665350268,0,0
36,540,0.8571,25.462037,0.378703,28.0466851765,28.3069389686,24.1417553982,24.9462799302,26.0975169156,0,0
36,541,0.8587,24.977550,0.591500,28.0540651252,28.3320081991,23.8441657796,25.3835729606,26.515944453,0,0
36,542,0.8603,23.795732,1.405872,28.1425442425,28.3320081991,25.7989217336,25.2268407663,25.2525649811,0,0
36,543,0.8619,24.933597,0.793192,28.2295498231,28.4006304082,24.5304505998,25.0226174072,26.794790456,0,0
36,544,0.8635,24.657424,0.555485,28.3090165372,28.5309276954,25.4470391837,26.5056026864,25.6291784975,0,0
36,545,0.8651,25.230521,0.798812,28.4205820366,28.6214568937,25.4514568475,25.6185075183,26.3373521689,0,0
36,546,0.8667,25.536983,0.722719,28.4536515272,28.8218292411,25.0443546958,24.8190568139,25.4575122568,0,0
36,547,0.8683,24.598527,1.140760,28.5461552731,28.8218292411,25.2793658996,25.8454671079,24.9856885577,0,0
36,548,0.8698,25.751192,0.352285,28.6396806631,28.8293241627,25.5675379514,25.1712517581,25.7554577883,0,0
36,549,0.8714,25.840318,0.207322,28.687757856,28.8293241627,25.1816889323,25.317710311,26.5283619447,0,0
36,550,0.8730,25.630366,0.827608,28.702646674,28.8451593762,25.5050126938,26.0259040381,26.9914004242,0,0
36,551,0.8746,25.438843,0.370168,28.7360943553,28.8578392676,25.0567864028,25.8735507987,26.3340742694,0,0
36,552,0.8762,25.439231,0.732750,28.8090755668,28.8578392676,24.7595580263,25.3041915785,27.7294124118,0,0
36,553,0.8778,25.664399,0.711939,28.851907806,28.8578392676,25.7521794248,25.6096530155,26.833697974,0,0
36,554,0.8794,25.895700,0.703070,28.8839977977,28.8578392676,25.4314719561,25.8642239878,26.9023590802,0,0
36,555,0.8810,25.121191,0.925585,29.0238055479,29.1010945698,25.8057781966,25.9078963511,26.3210906207,0,0
36,556,0.8825,25.978397,0.967690,29.0712933563,29.2262088505,26.2716285956,25.5217190264,26.9607199948,0,0
36,557,0.8841,24.950516,1.493173,29.1511249138,29.3542486889,25.4905633961,26.0752241689,26.3677446436,0,0
36,558,0.8857,26.355381,0.705543,29.2310118438,29.4367786506,26.0980231805,26.9436979551,26.90928903,0,0
36,559,0.8873,25.858722,0.366013,29.3140898314,29.4367786506,26.3541996887,25.7937097815,25.9322712121,0,0
36,560,0.8889,26.555158,0.702751,29.3915498538,29.6700721973,25.9456726422,27.0826888227,27.427096753,0,0
36,561,0.8905,26.084930,0.968331,29.4239192569,29.6700721973,26.478466898,25.6249964238,27.2088765577,0,0
36,562,0.8921,26.143266,0.862429,29.6141782692,29.6700721973,26.2749642384,26.173267051,27.1397616099,0,0
36,563,0.8937,25.527133,1.026681,29.6957179152,29.6700721973,25.9981656821,26.561860296,26.7327608129,0,0
36,564,0.8952,26.559058,0.990392,29.815100892,29.6700721973,26.4406689525,26.6888296249,26.4648602055,0,0
36,565,0.8968,26.352695,0.698889,29.8672424808,29.6700721973,26.5494598248,26.316934399,27.6877967167,0,0
36,566,0.8984,26.023636,1.195315,29.8736197842,29.6700721973,26.8721410935,26.947084535,27.8774918882,0,0
36,567,0.9000,26.671965,1.584374,29.9769729447,29.6700721973,26.5290316349,27.0650435621,26.3188220972,0,0
36,568,0.9016,26.105599,1.364114,29.9933952474,29.7780218833,25.7654927213,26.7035060736,27.4771505344,0,0
36,569,0.9032,27.098265,0.612347,30.0426204471,29.7836853465,27.4434629061,26.3930805206,27.7766008712,0,0
36,570,0.9048,27.062194,1.136406,30.0542620529,30.1082771876,26.9457328963,27.820051447,27.2701190423,0,0
36,571,0.9063,26.371770,0.922460,30.1029337143,30.1082771876,27.611779114,27.2208332278,27.8368638194,0,0
36,572,0.9079,26.648068,0.496110,30.1296432581,30.3286352124,27.5197664019,27.8170084574,27.6789930736,0,0
36,573,0.9095,27.566415,0.456850,30.1812166034,30.3286352124,27.0289174301,27.5424308817,26.4005549768,0,0
36,574,0.9111,27.991285,0.382665,30.2388061562,30.6819860564,27.2576084482,27.2130903855,27.8887878585,0,0
36,575,0.9127,27.166495,0.579145,30.3149980123,30.6819860564,27.6963032738,27.6741893425,28.972253542,0,0
36,576,0.9143,27.636322,0.502315,30.3593221197,30.7933574494,27.1358204616,27.1661730647,27.6129928515,0,0
36,577,0.9159,27.468806,0.493075,30.4601144789,30.7933574494,27.3912985417,28.2439657149,27.6172363226,0,0
36,578,0.9175,27.519492,0.433263,30.5536339856,30.7933574494,28.2394694145,27.5832848018,27.9525665998,0,0
36,579,0.9190,27.239498,0.802136,30.7226644223,30.9953955822,27.1876214052,27.8066644895,28.330944567,0,0
36,580,0.9206,27.515852,0.899217,30.7700352039,31.0,27.6455235974,27.9589706388,27.8163304376,0,0
36,581,0.9222,27.478377,0.570078,30.8650454057,31.0,27.5285721275,27.3766407597,29.0111675886,0,0
36,582,0.9238,27.572487,0.879442,30.9470268273,31.0,27.8421768262,28.1899528802,28.4758353485,0,0
36,583,0.9254,23.001936,8.551801,30.9997572043,31.0,27.9935732911,29.2390862027,28.9452886318,0,0
36,584,0.9270,27.875415,0.675598,31.1334436404,31.3819660113,28.686693316,28.2538416487,28.2707358737,0,0
36,585,0.9286,26.672752,1.126061,31.1884672438,31.4024091874,28.2629305774,28.8459469581,28.7710326095,0,0
36,586,0.9302,22.377492,8.241365,31.24785834,31.6972243623,28.4457360401,28.856461447,28.4939174218,0,0
36,587,0.9317,26.341990,1.283317,31.3575664519,31.6972243623,28.7884934671,28.8231151826,29.4124606826,0,0
36,588,0.9333,26.585985,0.829278,31.4235850967,31.6972243623,28.8957706289,28.643209498,29.5367666701,0,0
36,589,0.9349,26.835681,1.052195,31.456703469,31.6972243623,27.9887063198,28.6234391182,28.4012190624,0,0
36,590,0.9365,27.879089,1.411197,31.4942609969,31.6972243623,29.0749038022,28.4727775878,29.6342971628,0,0
36,591,0.9381,26.921459,1.348775,31.5184714733,31.6972243623,29.2656670461,28.9230867526,28.9939991033,0,0
36,592,0.9397,26.940334,1.564200,31.5857864376,31.6972243623,28.6682634642,28.4748415006,29.8104927119,0,0
36,593,0.9413,26.804733,1.274299,31.7639322061,31.6972243623,28.511218103,29.0709245859,29.4095844986,0,0
36,594,0.9429,26.599540,1.874695,31.8299135134,31.7856802566,29.1691768069,28.7167842771,29.432013955,0,0
36,595,0.9444,27.097028,0.891310,32.0,32.0,29.1852531661,29.5775278117,29.8012949835,0,0
36,596,0.9460,26.701889,0.407310,32.0,32.0,28.6406569908,28.7306722935,29.3088335213,0,0
36,597,0.9476,26.985747,0.990068,32.0,32.0,29.3044008879,29.1196045806,29.395345045,0,0
36,598,0.9492,26.998513,1.148029,32.0437047985,32.0,29.4176838135,29.7509996872,29.6993298648,0,0
36,599,0.9508,26.818647,1.363718,32.152240935,32.3819660113,29.9192853387,28.8638280568,29.9346722578,0,0
36,600,0.9524,26.790786,0.962156,32.1980622642,32.3819660113,29.2506910358,30.1023749126,29.1184188663,0,0
36,601,0.9540,26.390380,1.444913,32.2679491924,32.5857864376,29.8501292618,30.1177350322,30.1531856879,0,0
36,602,0.9556,27.584867,1.378894,32.5857864376,32.5857864376,29.512253255,29.2822411295,29.5780741315,0,0
36,603,0.9571,27.322285,0.947487,32.5857864376,32.5857864376,30.0669066931,29.9953307143,29.9692862394,0,0
36,604,0.9587,28.921772,1.934442,32.5857864376,32.5857864376,30.3663252033,29.7722789748,30.3107904982,0,0
36,605,0.9603,27.923229,1.802881,32.5857864376,33.0,30.3076986242,30.0325013088,30.8017185161,0,0
36,606,0.9619,29.551813,1.263116,33.0,33.0,30.05258281,30.1690702069,30.9744033918,0,0
36,607,0.9635,29.314282,1.295996,33.0,33.0,30.7273587303,30.202616434,30.7191738011,0,0
36,608,0.9651,28.564988,1.389326,33.0,33.0,30.0714055443,30.0767646942,30.4235262352,0,0
36,609,0.9667,28.238678,1.606151,33.0,33.0,30.5884912954,30.8259809631,30.8491873286,0,0
36,610,0.9683,29.404676,1.918186,33.0,33.0,31.2791048777,30.3747703647,30.899590964,0,0
36,611,0.9698,30.340006,0.582865,33.0,33.0,30.0521573261,30.2605238898,31.1483424874,0,0
36,612,0.9714,28.856020,1.758957,33.0,33.0,30.720895263,30.9570509268,31.0904838834,0,0
36,613,0.9730,29.865400,0.754427,33.0,33.0,31.2387663121,31.6096193908,31.4279997344,0,0
36,614,0.9746,29.603946,0.849281,33.0,33.0,31.5385423772,31.0325395618,31.231826001,0,0
36,615,0.9762,29.935847,1.110437,34.0,34.0,31.4124393316,31.3057584048,31.4352063607,0,0
36,616,0.9778,29.949927,1.149662,34.0,34.0,31.2499069536,31.7519971228,32.1613546851,0,0
36,617,0.9794,29.636879,0.605077,34.0,34.0,31.7516595296,31.3693889744,31.2873721142,0,0
36,618,0.9810,30.782600,0.707245,34.0,34.0,31.8007822875,31.6053929774,31.6373605763,0,0
36,619,0.9825,30.985627,1.089096,34.0,34.0,31.8817229561,31.7297888974,32.4423759049,0,0
36,620,0.9841,31.054309,1.299739,34.0,34.0,32.0728651419,32.3458630182,32.431405795,0,0
36,621,0.9857,31.289255,1.027755,34.0,34.0,32.5574097339,32.8396124528,32.8831399902,0,0
36,622,0.9873,31.728165,0.746870,34.0,34.0,32.7514718626,32.7171572875,32.7319654053,0,0
36,623,0.9889,32.800000,0.400000,34.0,34.0,32.5171572875,33.0,32.5136222536,0,1
36,624,0.9905,33.000000,0.000000,34.0,34.0,32.5039070197,33.1171572875,33.4,0,1
36,625,0.9921,33.317157,0.577690,34.0,34.0,33.0343145751,33.3659827027,32.4491226929,0,1
36,626,0.9937,32.993550,0.843010,34.0,34.0,33.6,33.6,33.4,0,1
36,627,0.9952,33.000000,0.632456,34.0,34.0,33.8,33.8,34.4,0,1
36,628,0.9968,33.800000,0.400000,34.0,34.0,34.0,34.2,34.0,0,1
36,629,0.9984,34.000000,0.000000,34.0,34.0,34.8,34.4,35.2,0,1
36,630,1.0000,36.000000,0.000000,36.0,36.0,36.0,36.0,36.0,0,1
