n,m,density,greedy,greedy_std,fv,er,sw025,sw050,sw075,win,tie
36,275,0.4365,10.327609,0.519797,12.1721788264,12.1062463765,8.0027363945,9.2100753958,9.9619823465,0,0
36,276,0.4381,10.256013,0.392445,12.1958812117,12.2269131157,7.8940368333,9.720387054,9.6777186168,0,0
36,277,0.4397,10.318400,0.403418,12.2298549746,12.4906650006,7.6167567087,9.1284202887,10.2230323978,0,0
36,278,0.4413,10.474553,0.182537,12.2545393156,12.5208699708,8.2191567122,8.7665384896,10.5658839879,0,0
36,279,0.4429,10.406264,0.394549,12.3069969744,12.6209915322,8.0547001994,9.180086654,10.7213562486,0,0
36,280,0.4444,10.427600,0.254775,12.360022535,12.6738685199,8.2012863838,10.029835607,10.308646455,0,0
36,281,0.4460,10.583185,0.477753,12.4289261449,12.6741133081,8.3405833264,9.3822151258,10.500528761,0,0
36,282,0.4476,10.764461,0.222464,12.4754920383,12.675404477,8.2028652729,8.982348494,10.9466276288,0,0
36,283,0.4492,10.669311,0.377258,12.4973023032,12.7879141717,7.8745042157,9.762321798,10.0799950698,0,0
36,284,0.4508,10.693718,0.323460,12.5510526756,12.8628726581,7.9913374276,10.2297586784,11.1503332089,0,0
36,285,0.4524,10.305692,0.686621,12.6134519606,12.8815882285,8.532623839,9.7756429706,10.5566058759,0,0
36,286,0.4540,10.739772,0.184476,12.668287508,12.8882008834,8.4247323435,9.9612839219,10.2703831558,0,0
36,287,0.4556,10.873376,0.360585,12.722621273,12.8937142129,8.5468375499,8.6894536966,9.488974218,0,0
36,288,0.4571,11.119640,0.285129,12.7884188262,13.0214521503,8.4937843197,10.2699290313,10.493901879,0,0
36,289,0.4587,11.065721,0.295100,12.806370376,13.0248010664,8.4447897681,9.5120372341,10.3543311632,0,0
36,290,0.4603,11.368282,0.118095,12.854932399,13.064730548,8.1630462601,9.4780432013,11.230539078,0,0
36,291,0.4619,11.067514,0.257317,12.8923059245,13.066304184,8.0305892725,9.9334361544,10.6147668129,0,0
36,292,0.4635,11.188574,0.288666,12.9640237014,13.2510571605,8.4360966797,10.2942284836,10.6079068225,0,0
36,293,0.4651,11.231364,0.076908,12.9924706991,13.3729391497,8.4759818325,10.1985299213,10.966951089,0,0
36,294,0.4667,11.281853,0.273297,13.0580416591,13.4260271582,8.7750189775,9.6991104029,10.7801119804,0,0
36,295,0.4683,10.870487,0.267739,13.1120310803,13.4434768358,8.6204479105,10.4758296655,10.8945715835,0,0
36,296,0.4698,11.239419,0.424634,13.2095194911,13.4574020156,8.4859536831,10.1903456083,11.2040434704,0,0
36,297,0.4714,11.396571,0.276756,13.2506019155,13.4995187307,8.6961529686,10.8289190768,10.6434329796,0,0
36,298,0.4730,11.675263,0.365040,13.2987431812,13.5048824182,8.7896890146,10.3817177651,11.5005914904,0,0
36,299,0.4746,11.818352,0.241302,13.3226457361,13.6517758799,8.5859574046,10.5070314605,11.4240502358,0,0
36,300,0.4762,11.424173,0.313039,13.3994004575,13.6822609116,9.5156279664,10.0429645561,11.5634971758,0,0
36,301,0.4778,11.823366,0.360191,13.5044664942,13.6937805403,9.0745276375,9.9242849463,11.2840873356,0,0
36,302,0.4794,11.869338,0.320275,13.5221379771,13.8760970036,9.2776518536,10.3601408532,10.3357453384,0,0
36,303,0.4810,11.638685,0.287873,13.6123667719,13.8978620483,9.1005679527,10.7164647448,12.077931476,0,0
36,304,0.4825,11.456338,0.650871,13.6580710888,13.9288829017,9.1246627919,10.933924779,11.4352231766,0,0
36,305,0.4841,11.559582,0.727179,13.7227710195,13.9581036265,9.2828706993,10.5511634921,11.391765388,0,0
36,306,0.4857,11.617960,0.309806,13.827653917,13.9591469862,9.8491772353,10.8829049705,11.8363429928,0,0
36,307,0.4873,12.053071,0.168173,13.8726673756,14.0659180464,9.4849377636,11.637216224,12.3655571903,0,0
36,308,0.4889,12.077388,0.309958,13.9252322425,14.0824846918,9.4217956712,10.7711225565,11.6965119542,0,0
36,309,0.4905,11.721780,0.066735,14.0068743845,14.237690894,9.4588649612,11.134355878,10.9151934116,0,0
36,310,0.4921,11.732506,0.323792,14.0695415836,14.2517424273,9.4936818026,11.3391187498,11.9398460687,0,0
36,311,0.4937,12.060764,0.266231,14.1079595635,14.269039543,9.9114539536,11.635145763,10.7764297379,0,0
36,312,0.4952,12.214260,0.284999,14.1528859229,14.2905355697,9.9365041487,11.5441130455,12.365749243,0,0
36,313,0.4968,12.612620,0.305918,14.1895908385,14.2937202938,10.0726146258,11.5087995083,11.7295526026,0,0
36,314,0.4984,12.387163,0.377434,14.2436621347,14.3220238095,10.0389739601,12.2111502519,12.8023629757,0,0
36,315,0.5000,12.360553,0.514667,14.3035201749,14.3500331967,9.9777585525,11.2037729438,12.4414617208,0,0
36,316,0.5016,12.323389,0.285686,14.3721794946,14.366959688,10.2366186963,11.4643782046,12.8045806712,0,0
36,317,0.5032,12.361758,0.222409,14.4230792393,14.3854604767,9.7544201728,11.0237941491,11.0429284536,0,0
36,318,0.5048,12.821380,0.119997,14.4738763731,14.5586822807,9.8220403465,11.9143210642,12.2280983494,0,0
36,319,0.5063,12.398717,0.396013,14.5203087156,14.6127419753,10.4176512339,10.9908623484,12.3516784306,0,0
36,320,0.5079,12.397796,0.830815,14.5491395951,14.6148323759,9.8010283643,12.4847069017,12.2259414184,0,0
36,321,0.5095,12.656542,0.610903,14.6162982999,14.6952114751,9.945448337,11.6038644363,12.8114044028,0,0
36,322,0.5111,12.808374,0.318553,14.6712413979,14.744670196,10.6941898573,11.1277291206,12.9873265627,0,0
36,323,0.5127,12.541387,0.337755,14.7258070947,14.7446780353,10.6036247546,11.9557343865,12.0705512592,0,0
36,324,0.5143,12.420912,0.630983,14.7494506541,14.7446780648,10.6844473544,12.0283140815,12.8330264093,0,0
36,325,0.5159,13.016831,0.378259,14.826673042,14.7887736016,10.5804043773,11.5973812893,13.3060029621,0,0
36,326,0.5175,13.162314,0.195755,14.8913332518,14.7957872396,10.8778568699,12.2698961996,11.7593975131,0,0
36,327,0.5190,12.545802,0.198946,15.0018509404,14.8108618164,10.1729579136,10.6366892721,12.5752182923,0,0
36,328,0.5206,13.043872,0.289783,15.0817294639,14.8136531113,10.8241786938,12.0871167859,13.0560889348,0,0
36,329,0.5222,12.892039,0.536374,15.1105843513,14.8824104739,10.7096111031,11.4880677394,13.5581257111,0,0
36,330,0.5238,13.267930,0.218019,15.1370731076,14.8840399606,10.7865868011,12.6553321274,13.6604808093,0,0
36,331,0.5254,13.046309,0.707954,15.1565726588,15.0752092187,10.7988573014,11.8195452704,14.1969145758,0,0
36,332,0.5270,13.216331,0.353981,15.1691303717,15.0818796123,10.7605982755,12.3858430264,13.433551873,0,0
36,333,0.5286,13.205561,0.447511,15.2950278087,15.1301579431,11.0271272853,12.6855002779,12.7407391041,0,0
36,334,0.5302,13.265291,0.712164,15.3477477536,15.1571580736,10.9529200141,12.1551722089,12.6384889892,0,0
36,335,0.5317,13.387787,0.546309,15.3976310112,15.2948785756,11.4169657835,11.9268665621,13.1978444384,0,0
36,336,0.5333,13.030132,0.385198,15.4996894469,15.3997500515,11.2954653907,12.6259267058,12.3847679073,0,0
36,337,0.5349,13.574625,0.552058,15.5504230698,15.423464548,11.0316692193,12.0798402548,13.5734976872,0,0
36,338,0.5365,13.631864,0.202011,15.5754714892,15.4727754029,11.1212739393,12.3225096883,13.4318974014,0,0
36,339,0.5381,13.702891,0.308213,15.6100583597,15.4957117277,11.4147948135,12.1533582473,13.2690588679,0,0
36,340,0.5397,13.512107,0.596488,15.7437090065,15.660110637,10.8323720685,12.1059428522,13.230488702,0,0
36,341,0.5413,13.781859,0.180651,15.8142179786,15.7305357792,11.218361552,12.2426722569,14.4214601164,0,0
36,342,0.5429,13.484436,0.280093,15.831421862,15.7333861863,11.4610004555,12.9657378646,13.2884218916,0,0
36,343,0.5444,13.716511,0.438128,15.8765992096,15.859418755,11.7994065462,13.2919100472,14.4301988727,0,0
36,344,0.5460,13.196645,1.059062,15.9457020712,15.9403552946,11.777451989,12.9380660869,14.5317028277,0,0
36,345,0.5476,13.974400,0.610225,16.0235002317,15.9951427395,11.6213534131,13.417530835,14.0158068021,0,0
36,346,0.5492,13.903362,0.396657,16.0295558923,16.0490350715,11.5311315813,13.5620377018,13.2207774233,0,0
36,347,0.5508,13.782156,0.478146,16.1540249864,16.0899063262,11.1281521438,14.0008074107,14.0545067614,0,0
36,348,0.5524,14.266235,0.159448,16.2092213412,16.0901584505,12.1124685844,12.8331523512,14.834638353,0,0
36,349,0.5540,14.322170,0.384480,16.3071503588,16.1492243881,12.2007236897,12.0582472769,13.9729232842,0,0
36,350,0.5556,13.991814,0.706307,16.3240935453,16.25198125,12.0113062596,13.7239693031,14.7058894222,0,0
36,351,0.5571,14.030009,0.734908,16.3810900107,16.372900835,11.9638364121,13.5861022845,14.1609725086,0,0
36,352,0.5587,14.252523,0.418826,16.4598083596,16.5296608087,12.0624278671,13.2231110077,14.2894318816,0,0
36,353,0.5603,14.110436,0.212778,16.5382876906,16.622957625,12.6855934637,12.5289678348,13.7851405244,0,0
36,354,0.5619,14.219533,0.376785,16.5760545492,16.7092994241,11.7054941939,13.183124273,14.7441984188,0,0
36,355,0.5635,14.493087,0.298931,16.5999142076,16.7214605382,12.5261539183,13.7233994369,13.0041315904,0,0
36,356,0.5651,14.539290,0.303221,16.6258922305,16.7446689223,12.6517294714,13.4111340197,13.7468343091,0,0
36,357,0.5667,14.621100,0.259021,16.6826971959,16.7943892389,12.6195330561,13.9800994107,14.0334323799,0,0
36,358,0.5683,14.131002,0.510486,16.7399295452,16.8151387565,12.7276695419,13.7164127076,15.2169248931,0,0
36,359,0.5698,14.460415,0.405316,16.7995534676,16.8519998874,12.9931798187,13.5405676626,14.7882866568,0,0
36,360,0.5714,14.909221,0.258309,16.8198377922,16.8974636501,12.3118632251,13.8203809333,13.9457167045,0,0
36,361,0.5730,14.299275,0.398088,16.9340581866,16.9205621477,12.5193754496,13.0992409184,14.5365419447,0,0
36,362,0.5746,14.817213,0.268026,16.9693560607,16.9535772771,12.5712777263,13.2912017862,15.1433270056,0,0
36,363,0.5762,14.563061,0.437884,17.0029889652,16.966774936,12.8835790839,13.2902310487,15.0014915361,0,0
36,364,0.5778,14.991178,0.268682,17.052202231,17.1393328905,12.5070453156,13.1217487869,15.2225598815,0,0
36,365,0.5794,14.730553,0.726244,17.1654570402,17.180573814,12.6842966098,14.1930663197,15.6140623149,0,0
36,366,0.5810,15.163453,0.414153,17.2023574913,17.1871583127,12.8158156097,14.6367806782,14.894647682,0,0
36,367,0.5825,14.391152,0.801947,17.3048373219,17.2426380964,13.1568263803,14.0753214908,14.5311828673,0,0
36,368,0.5841,15.393442,0.331522,17.330778163,17.3855955365,12.9641487562,13.4276217888,14.7460234824,0,0
36,369,0.5857,14.686350,0.950554,17.3930378743,17.4018996704,12.7101515122,14.4479197524,14.4690821954,0,0
36,370,0.5873,15.426369,0.301735,17.4368556863,17.4034927442,13.1668288284,14.4125414137,14.8676810209,0,0
36,371,0.5889,14.675230,0.475397,17.4652660184,17.4156124148,12.4722347567,13.5919017571,16.2014830128,0,0
36,372,0.5905,15.374484,0.237442,17.5642925977,17.5579789627,13.1859996641,14.5480777556,15.8096698808,0,0
36,373,0.5921,14.819999,0.830311,17.601692095,17.5805658594,13.5296994092,15.4189946217,16.0697367597,0,0
36,374,0.5937,15.532059,0.255877,17.703484459,17.6866866669,13.8401285941,14.4929134046,16.2034805081,0,0
36,375,0.5952,15.346594,0.381921,17.740330157,17.7899477837,13.6811209852,14.7578070108,14.3241448349,0,0
36,376,0.5968,15.306868,0.435238,17.7732446032,17.8848253223,14.1544412343,15.4399821326,16.7289757702,0,0
36,377,0.5984,15.541904,0.324134,17.8628566651,17.9264051788,13.1332701822,14.7936942558,14.7118885892,0,0
36,378,0.6000,15.589389,0.568539,17.9463406922,17.9961200521,13.4127880646,14.8065828139,17.4695144739,0,0
36,379,0.6016,15.568005,0.523392,18.0432629726,17.9972626558,14.2916090267,15.3921778229,14.9154631725,0,0
36,380,0.6032,15.898647,0.301829,18.058005572,18.0021337959,13.7725897237,14.9623111912,15.4692570876,0,0
36,381,0.6048,15.515671,0.471285,18.0840443156,18.0481732219,13.2741953116,15.7402904507,14.6991915688,0,0
36,382,0.6063,15.258255,0.621549,18.1334700248,18.0946143684,13.8306522927,14.809037048,15.7526977456,0,0
36,383,0.6079,15.861448,0.261123,18.239092602,18.1537663361,13.702556355,15.5223365624,14.8897278994,0,0
36,384,0.6095,15.771189,0.293433,18.2769718,18.163913381,14.0925066546,15.1899912516,16.236720192,0,0
36,385,0.6111,16.092079,0.461972,18.3759498167,18.1971703523,13.9611434717,15.3119356973,17.1319053338,0,0
36,386,0.6127,16.184111,0.327573,18.4068433261,18.3167749666,14.4026584615,14.9869573969,16.4803236385,0,0
36,387,0.6143,15.754470,0.749973,18.4994503532,18.3569561679,14.6558428857,15.5186465917,16.7472671148,0,0
36,388,0.6159,15.588665,0.711884,18.5577062335,18.441582383,14.3498977054,15.2806261485,17.2059641988,0,0
36,389,0.6175,15.963327,0.505430,18.5949477282,18.7863194108,13.9898263948,15.7316453613,16.4603570856,0,0
36,390,0.6190,16.494044,0.147257,18.641962548,18.8046898003,13.8932791249,15.3551759485,17.2651766652,0,0
36,391,0.6206,16.496857,0.425427,18.669093679,18.8057482601,14.5613051558,16.0815200046,16.099640806,0,0
36,392,0.6222,16.863720,0.154959,18.7555149027,18.8067436066,14.586622338,16.1169376079,17.5194954293,0,0
36,393,0.6238,16.341807,0.622084,18.7693883113,18.8223938734,14.9245159718,15.9351424746,15.5123650332,0,0
36,394,0.6254,16.579258,0.338419,18.8469404637,18.8398330225,13.8568735955,15.8207570711,16.6428359153,0,0
36,395,0.6270,16.673053,0.278376,18.9026861474,18.9105645837,15.3142102374,15.9730339877,16.8353318977,0,0
36,396,0.6286,16.614956,0.558475,18.9887404718,18.9268541722,15.187390371,15.4797132687,17.7386618264,0,0
36,397,0.6302,16.627372,0.230601,19.054420654,18.9621907547,14.5506123326,15.4574111601,16.9634576315,0,0
36,398,0.6317,16.177489,0.699574,19.0904696637,19.1034312906,15.1586388881,16.943910363,17.282424229,0,0
36,399,0.6333,16.523873,0.708914,19.1955158313,19.1591658313,15.1102409688,15.4511908938,16.6219318771,0,0
36,400,0.6349,17.032423,0.292863,19.2482699385,19.2450342346,15.2531953192,16.4585173476,16.9778466171,0,0
36,401,0.6365,17.224636,0.256750,19.3182002175,19.2749408309,15.1285395189,16.772563414,16.7652884074,0,0
36,402,0.6381,17.072039,0.590680,19.3495532609,19.494551664,15.5085428406,15.9142039801,17.3616874605,0,0
36,403,0.6397,16.699207,0.524939,19.3880162508,19.5090165635,15.2705230001,15.9638712523,17.3815294965,0,0
36,404,0.6413,17.117060,0.444181,19.4932176042,19.670187036,15.4513111486,15.4842314424,17.7975400488,0,0
36,405,0.6429,17.651101,0.521253,19.5415228398,19.7952962993,15.2836423271,16.5223863381,17.1723747263,0,0
36,406,0.6444,17.128705,0.517746,19.5746870793,19.8226596795,15.7671423187,16.9659279266,16.492437181,0,0
36,407,0.6460,17.448902,0.320835,19.691272514,19.8268799823,15.9507750534,16.9219347666,17.6045887664,0,0
36,408,0.6476,17.181564,0.608324,19.7714379099,19.8293944153,15.9914634977,16.9158640639,17.4673870903,0,0
36,409,0.6492,17.493781,0.275804,19.799559968,19.8556672943,15.8859676671,16.2302891204,16.572495006,0,0
36,410,0.6508,17.444483,0.689541,19.8212275979,19.924505772,15.7131052746,17.2402546134,17.0410284866,0,0
36,411,0.6524,17.703248,0.332495,19.8773105482,19.9310873845,16.302877142,16.3931519456,18.6599299947,0,0
36,412,0.6540,17.175684,0.601337,19.9249992647,20.0142634735,15.7744727687,16.8167732239,17.9749949283,0,0
36,413,0.6556,17.598204,0.317542,19.9638093585,20.0315927394,15.7479300963,16.4040678638,16.8006263884,0,0
36,414,0.6571,17.578875,0.726236,20.0304472243,20.0471000993,15.6016970394,16.5773240012,17.227455367,0,0
36,415,0.6587,17.604936,0.743812,20.090853364,20.1672201053,16.2009091162,16.0557547946,17.9089428358,0,0
36,416,0.6603,18.071707,0.244541,20.1198606906,20.2377297959,16.2211192438,15.8633852596,17.1115087809,0,0
36,417,0.6619,17.607518,0.941678,20.2499771324,20.2667386636,16.4262641725,17.0749320228,18.0968806276,0,0
36,418,0.6635,17.511851,0.387328,20.3044511187,20.2711137885,16.0700325623,17.3102895016,17.3311554499,0,0
36,419,0.6651,18.226364,0.207466,20.3993364671,20.6000934098,16.9181808587,18.1339112917,18.1467428129,0,0
36,420,0.6667,17.612680,0.907369,20.4405905534,20.7061756808,16.1384106088,17.6032753141,16.8911355526,0,0
36,421,0.6683,18.194831,0.297603,20.5208298848,20.7139822212,16.9397811832,17.4834071562,18.9468211003,0,0
36,422,0.6698,17.967093,0.867079,20.5872734258,20.7178101392,16.1165387348,18.2823322136,19.4224222585,0,0
36,423,0.6714,17.875431,0.509969,20.6840078159,20.7200591248,16.7688833493,18.0350674045,18.016508847,0,0
36,424,0.6730,18.478725,0.373266,20.6959703876,20.7531303135,16.4454260096,17.6582870754,18.3508147353,0,0
36,425,0.6746,18.220469,0.392348,20.7167050339,20.8887407382,16.5899312008,17.7135235379,18.8317096516,0,0
36,426,0.6762,18.437056,0.284180,20.772532459,20.9067086482,17.1209055787,18.276368551,18.1646133182,0,0
36,427,0.6778,18.040786,0.998609,20.8246685051,20.9103978801,16.7412381645,17.1697730272,18.0949206626,0,0
36,428,0.6794,17.881045,0.808601,20.8859054266,20.9717338508,16.7829054818,17.5061171243,18.5348480846,0,0
36,429,0.6810,18.338741,0.217178,20.895644736,21.0512173617,16.9392115907,17.8855652185,18.7423752811,0,0
36,430,0.6825,18.680832,0.255380,20.9851902521,21.0949184109,16.9471365834,18.201386085,18.5190747024,0,0
36,431,0.6841,18.684597,0.186063,21.0520985988,21.1462679074,16.8856409355,18.8441708478,18.8282643621,0,0
36,432,0.6857,18.573327,0.345194,21.0553743383,21.1618995568,17.9724701989,17.2774950387,19.9700871396,0,0
36,433,0.6873,18.995254,0.236343,21.0944106829,21.1619546096,17.3326494521,18.8319273134,18.4817529533,0,0
36,434,0.6889,18.445229,0.742083,21.1992529511,21.2021466144,17.5221313734,18.4599616705,18.5939798626,0,0
36,435,0.6905,18.864396,0.645265,21.250210181,21.4325504919,17.155947867,17.6572985234,19.8977658585,0,0
36,436,0.6921,19.142006,0.378361,21.2633253932,21.4486694124,17.0219121095,18.8058386237,19.7182383422,0,0
36,437,0.6937,19.144593,0.355746,21.3675713572,21.4541008821,17.8325576658,19.258096936,19.5192084466,0,0
36,438,0.6952,19.095301,0.721413,21.3924416798,21.4768851874,18.1366449926,18.616045714,19.9474658318,0,0
36,439,0.6968,18.623453,0.720818,21.4682984935,21.4771358286,18.0437433343,18.314849075,19.4487506039,0,0
36,440,0.6984,19.114813,0.310516,21.5224827614,21.7832075596,18.5800446993,18.2327626937,19.9935200607,0,0
36,441,0.7000,19.043628,0.279027,21.6123467779,21.9879885377,17.541840935,19.0191420901,19.0404172641,0,0
36,442,0.7016,19.123454,0.604725,21.6508818221,22.0008124133,17.9768342128,17.8224649609,19.2481102557,0,0
36,443,0.7032,19.015386,0.456728,21.7194361807,22.016001423,17.9842966628,17.628714131,20.0814339237,0,0
36,444,0.7048,19.412161,0.441437,21.7671131969,22.0195522234,18.539523734,19.3480687334,19.4353189945,0,0
36,445,0.7063,19.342900,0.301399,21.9277357109,22.0873241801,17.7026099552,18.2826816594,20.7032645375,0,0
36,446,0.7079,19.513598,0.274921,22.0600895431,22.0921487283,17.4456207708,19.1572388299,20.3994748356,0,0
36,447,0.7095,19.586001,0.364707,22.0664047403,22.0929332863,18.4469483682,18.2549877014,20.2491083923,0,0
36,448,0.7111,19.680123,0.246310,22.1467329545,22.2773377009,18.3282156925,17.0684110963,19.7399677513,0,0
36,449,0.7127,19.457793,0.933856,22.1796417904,22.3425235371,18.1371126822,19.0874252459,20.5410064895,0,0
36,450,0.7143,18.773448,1.216346,22.2325595489,22.707069376,18.9051817915,18.3315245606,19.6103493466,0,0
36,451,0.7159,19.968743,0.361616,22.3223106298,22.8889085773,18.5054710605,19.1095645174,20.7881303591,0,0
36,452,0.7175,19.916974,0.334958,22.3622776069,22.9171170608,19.2456577509,19.3253896413,20.9489035076,0,0
36,453,0.7190,19.785591,0.692749,22.4208989537,22.929612131,18.7660798103,19.6396163711,19.3515647774,0,0
36,454,0.7206,20.300729,0.234001,22.5080086527,22.9690907805,19.3264561442,18.3438952568,20.4256483017,0,0
36,455,0.7222,19.864602,0.564059,22.5336736729,22.9844695612,18.8674284428,18.8654274095,20.6363029839,0,0
36,456,0.7238,19.855875,0.578811,22.6137027421,22.9847304765,19.0384161313,19.6861853562,20.6199678094,0,0
36,457,0.7254,20.101011,0.513953,22.6856552398,22.9852920564,18.6771348714,19.463742838,20.504675323,0,0
36,458,0.7270,19.887049,0.436213,22.7644325239,22.9859833212,19.6389802522,18.8462361364,20.9701040931,0,0
36,459,0.7286,19.799950,1.358803,22.8189629984,22.9904966215,19.5858737874,19.9284480232,21.7151233134,0,0
36,460,0.7302,20.058068,0.406673,22.8895082124,23.0056975768,18.51922968,20.1857815666,21.6192174473,0,0
36,461,0.7317,20.584423,0.425210,22.9816477065,23.1136844569,18.9102017697,19.0749144724,21.115276731,0,0
36,462,0.7333,20.468741,0.592293,23.026562586,23.2455880676,19.2364566064,19.854748823,21.506008756,0,0
36,463,0.7349,20.566417,0.513968,23.0770100323,23.2472117748,19.3280038831,20.2130023926,21.1755468638,0,0
36,464,0.7365,20.251944,0.595679,23.1431413117,23.2853004099,19.301978194,20.1739769945,21.6841025897,0,0
36,465,0.7381,20.547559,0.572256,23.2376833654,23.3954429156,18.9611431672,21.228918189,21.7585936491,0,0
36,466,0.7397,20.667542,0.538861,23.2706967869,23.6057382881,19.6253308398,20.8060695976,21.900314643,0,0
36,467,0.7413,21.043670,0.394576,23.3700603064,23.6638284451,19.3970659941,19.4596424585,21.8250543002,0,0
36,468,0.7429,20.880799,0.456385,23.4558430236,23.6687715543,19.7113255255,20.5396811067,20.7338679802,0,0
36,469,0.7444,20.551778,0.255464,23.4700351586,23.7643200965,19.777238997,20.5964238267,21.2404587512,0,0
36,470,0.7460,19.859631,0.666601,23.5093539881,23.8055068355,20.0481469161,21.2145083595,21.4158313308,0,0
36,471,0.7476,20.724683,0.596584,23.5183219109,23.9660973816,20.4189659459,20.8685991925,21.4102797282,0,0
36,472,0.7492,21.084574,0.574587,23.5491419814,23.9718868165,20.5494026219,20.2090211959,22.272184366,0,0
36,473,0.7508,21.127345,0.330243,23.6145775532,23.9856855331,19.9423204872,20.1722842574,20.814816258,0,0
36,474,0.7524,21.347286,0.330180,23.7025647303,23.9982296832,20.5470054604,20.0682217834,22.2871419181,0,0
36,475,0.7540,20.676589,0.850057,23.7336583857,24.0029867624,20.4806113533,20.015071353,21.1277497485,0,0
36,476,0.7556,21.037589,0.448070,23.8007829854,24.0815157229,20.0835568257,20.7685478877,21.0831929798,0,0
36,477,0.7571,20.721134,1.065727,23.8731529735,24.0976924708,19.4433587962,21.3587133458,21.542823473,0,0
36,478,0.7587,20.822450,1.146159,23.8894514442,24.0978395099,20.171297891,20.7581839164,22.6988949493,0,0
36,479,0.7603,21.240985,0.271879,23.9718963761,24.0978558377,20.2298388785,20.6925310191,22.1399979168,0,0
36,480,0.7619,21.285228,0.312661,24.168949749,24.1561051574,20.4166396823,20.3676898202,22.360501703,0,0
36,481,0.7635,21.234591,1.097577,24.1769977738,24.1561353183,20.8652245675,20.9962676831,22.9053158974,0,0
36,482,0.7651,21.590293,0.803253,24.2360021741,24.1561749706,20.4417276721,21.8283129513,21.256989583,0,0
36,483,0.7667,21.522226,0.335408,24.3267382836,24.5442952585,20.7133647541,20.4463586965,21.8176646593,0,0
36,484,0.7683,21.408221,0.617232,24.3819088651,24.5491454342,20.5428274624,20.0058448538,22.785257221,0,0
36,485,0.7698,21.940891,0.582435,24.439993573,24.5491454342,20.1768803033,20.7681670009,22.2625859338,0,0
36,486,0.7714,21.400545,0.797924,24.4680472893,24.5497063747,21.0597687697,20.0755887699,23.4194552148,0,0
36,487,0.7730,21.611908,0.791584,24.5613122744,24.5557231386,20.3946541504,21.6860116585,22.5111864103,0,0
36,488,0.7746,21.803871,0.799480,24.6567265625,24.6001523061,20.4238482828,20.9834452082,22.6133878573,0,0
36,489,0.7762,22.234105,0.255955,24.66946093,24.6001523061,21.636206546,22.3360051346,22.0663527167,0,0
36,490,0.7778,22.028160,0.251513,24.6988413451,24.6588344372,21.4901435921,22.2236054053,22.6468188672,0,0
36,491,0.7794,22.334899,0.654928,24.7708631167,24.7662965719,20.7665989564,22.0807469041,21.8567566365,0,0
36,492,0.7810,22.614840,0.281400,24.8242830115,24.8919233111,21.0058555971,21.2782272371,21.9800075474,0,0
36,493,0.7825,21.889807,0.634228,24.8414451392,25.1278429931,20.5800756041,21.7275085455,22.2585766905,0,0
36,494,0.7841,22.679682,0.198862,24.8834884062,25.1587157823,21.2411801306,21.7791353618,23.4785364934,0,0
36,495,0.7857,21.827982,0.551617,25.0102886529,25.2047224372,21.4588567029,21.3325733001,22.2535828842,0,0
36,496,0.7873,22.292747,0.380617,25.1003416982,25.2047224372,20.8087782874,22.2333551597,22.8359699096,0,0
36,497,0.7889,22.653400,0.290895,25.1557741429,25.4214389865,21.5132530887,22.4320206705,24.0574176696,0,0
36,498,0.7905,22.843994,0.518377,25.1920028479,25.4214389865,21.7009156983,22.8372382743,22.9157599163,0,0
36,499,0.7921,22.178603,0.927530,25.2326830612,25.6620686503,22.2096595533,22.3854236712,23.5724118653,0,0
36,500,0.7937,22.728421,0.539952,25.3437788815,25.7811512512,21.4329209058,22.4012211456,22.8169813186,0,0
36,501,0.7952,22.473766,0.544123,25.3752820548,25.8525212159,22.0048775878,22.2433802017,24.0628252595,0,0
36,502,0.7968,22.997775,0.624392,25.4022749061,25.8628414949,22.3402305189,22.5505771194,24.2214453912,0,0
36,503,0.7984,22.992070,0.148378,25.5166402898,25.8628414949,21.6534716641,22.52886401,23.1498686112,0,0
36,504,0.8000,22.801586,0.516223,25.5557249067,25.8628414949,21.9173369492,21.8463034171,22.9385870313,0,0
36,505,0.8016,22.614016,0.653869,25.6216406056,25.895052839,21.9577283681,23.3105282047,23.9000104209,0,0
36,506,0.8032,21.635315,1.169379,25.7271919921,26.0532140411,22.1753078063,22.9003711326,23.8737998208,0,0
36,507,0.8048,23.169272,0.657821,25.7490598942,26.0533717674,22.567007138,22.9252926594,24.28097944,0,0
36,508,0.8063,22.905891,0.408804,25.7988811157,26.0533717674,21.7799460584,22.52218096,24.2382943674,0,0
36,509,0.8079,22.864407,0.357320,25.8927392643,26.1549364561,22.8734571884,22.823271135,24.5868740001,0,0
36,510,0.8095,23.280307,0.624509,25.9761844366,26.2150050465,22.3388615427,22.4118224647,24.6835341299,0,0
36,511,0.8111,22.786425,0.330057,26.026842368,26.2150050465,22.4829071846,23.0994134069,24.4790525018,0,0
36,512,0.8127,23.466565,0.543203,26.0584945489,26.3875333799,22.605081669,23.0870005814,24.1445203328,0,0
36,513,0.8143,23.239652,0.585750,26.1988130937,26.3875333799,22.6159875844,22.3750491785,23.4542409403,0,0
36,514,0.8159,23.149596,1.088884,26.2536382611,26.3875333799,22.9709936641,23.3285816098,24.5922587768,0,0
36,515,0.8175,23.507625,0.521040,26.3108461155,26.6788257243,21.5521522324,22.5915333808,25.1760890896,0,0
36,516,0.8190,23.010206,1.106773,26.3640964594,26.7741243266,23.1364207036,23.6029269549,24.5223983438,0,0
36,517,0.8206,23.552671,0.807532,26.4862611898,26.851299042,23.678921014,23.6107896597,24.4870403423,0,0
